2020-02-26 04:57:42.032,0
2020-02-26 04:57:42.032,0
2020-02-26 04:57:53.746,1495
2020-02-26 06:02:18.642,1491
2020-02-26 06:02:20.228,1488
2020-02-26 06:02:20.624,1482
2020-02-26 06:02:21.015,1479
2020-02-26 06:02:21.410,1472
2020-02-26 06:02:21.788,1466
2020-02-26 06:02:22.166,1456
2020-02-26 06:02:22.562,1443
2020-02-26 06:02:22.953,1434
2020-02-26 06:02:23.354,1424
2020-02-26 06:02:23.745,1415
2020-02-26 06:02:24.147,1408
2020-02-26 06:02:24.544,1395
2020-02-26 06:02:24.940,1389
2020-02-26 06:02:25.330,1379
2020-02-26 06:02:25.727,1367
2020-02-26 06:02:26.123,1360
2020-02-26 06:02:26.513,1351
2020-02-26 06:02:26.903,1341
2020-02-26 06:02:27.281,1331
2020-02-26 06:02:27.664,1325
2020-02-26 06:02:28.042,1315
2020-02-26 06:02:28.438,1306
2020-02-26 06:02:28.822,1296
2020-02-26 06:02:29.199,1286
2020-02-26 06:02:29.577,1280
2020-02-26 06:02:29.961,1267
2020-02-26 06:02:30.345,1258
2020-02-26 06:02:30.722,1248
2020-02-26 06:02:31.099,1238
2020-02-26 06:02:31.477,1235
2020-02-26 06:02:31.868,1216
2020-02-26 06:02:32.245,1203
2020-02-26 06:02:32.622,1197
2020-02-26 06:02:33.377,1171
2020-02-26 06:02:33.754,1165
2020-02-26 06:02:34.132,1155
2020-02-26 06:02:34.510,1142
2020-02-26 06:02:34.887,1136
2020-02-26 06:02:35.271,1123
2020-02-26 06:02:35.655,1113
2020-02-26 06:02:36.046,1101
2020-02-26 06:02:36.436,1091
2020-02-26 06:02:36.818,1078
2020-02-26 06:02:37.209,1069
2020-02-26 06:02:37.586,1056
2020-02-26 06:02:37.964,1046
2020-02-26 06:02:38.341,1033
2020-02-26 06:02:38.732,1024
2020-02-26 06:02:39.128,1011
2020-02-26 06:02:39.525,998
2020-02-26 06:02:39.902,985
2020-02-26 06:02:40.298,973
2020-02-26 06:02:40.675,960
2020-02-26 06:02:41.053,944
2020-02-26 06:02:41.430,937
2020-02-26 06:02:41.808,921
2020-02-26 06:02:42.186,908
2020-02-26 06:02:42.569,896
2020-02-26 06:02:42.947,880
2020-02-26 06:02:43.324,870
2020-02-26 06:02:43.702,851
2020-02-26 06:02:44.079,844
2020-02-26 06:02:44.457,832
2020-02-26 06:02:44.834,816
2020-02-26 06:02:45.218,803
2020-02-26 06:02:45.596,790
2020-02-26 06:02:45.973,777
2020-02-26 06:02:46.350,764
2020-02-26 06:02:46.728,748
2020-02-26 06:02:47.105,736
2020-02-26 06:02:47.483,723
2020-02-26 06:02:47.860,713
2020-02-26 06:02:48.238,700
2020-02-26 06:02:48.615,687
2020-02-26 06:02:49.006,675
2020-02-26 06:02:49.389,659
2020-02-26 06:02:49.767,649
2020-02-26 06:02:50.144,646
2020-02-26 06:02:51.661,649
2020-02-26 06:02:52.038,646
2020-02-26 06:02:53.932,649
2020-02-26 06:02:54.687,646
2020-02-26 06:02:56.574,649
2020-02-26 06:02:59.286,646
2020-02-26 06:02:59.689,630
2020-02-26 06:03:00.085,627
2020-02-26 06:03:00.462,617
2020-02-26 06:03:00.840,607
2020-02-26 06:03:01.217,598
2020-02-26 06:03:01.595,588
2020-02-26 06:03:01.974,572
2020-02-26 06:03:02.375,566
2020-02-26 06:03:02.772,553
2020-02-26 06:03:03.164,540
2020-02-26 06:03:03.564,527
2020-02-26 06:03:03.942,511
2020-02-26 06:03:04.338,505
2020-02-26 06:03:04.715,492
2020-02-26 06:03:05.112,479
2020-02-26 06:03:05.503,460
2020-02-26 06:03:05.880,454
2020-02-26 06:03:06.276,434
2020-02-26 06:03:06.672,425
2020-02-26 06:03:07.050,412
2020-02-26 06:03:07.427,393
2020-02-26 06:03:07.805,377
2020-02-26 06:03:08.182,361
2020-02-26 06:03:08.560,348
2020-02-26 06:03:08.937,332
2020-02-26 06:03:09.315,319
2020-02-26 06:03:09.699,303
2020-02-26 06:03:10.076,290
2020-02-26 06:03:10.454,277
2020-02-26 06:03:10.831,252
2020-02-26 06:03:11.209,245
2020-02-26 06:03:11.586,233
2020-02-26 06:03:11.964,213
2020-02-26 06:03:12.341,201
2020-02-26 06:03:12.718,185
2020-02-26 06:03:13.096,169
2020-02-26 06:03:13.473,156
2020-02-26 06:03:13.851,143
2020-02-26 06:03:14.229,127
2020-02-26 06:03:14.606,117
2020-02-26 06:03:14.996,108
2020-02-26 06:03:15.374,105
2020-02-26 06:06:00.912,108
2020-02-26 06:06:01.699,117
2020-02-26 06:06:02.491,124
2020-02-26 06:06:02.883,130
2020-02-26 06:06:03.278,137
2020-02-26 06:06:03.657,146
2020-02-26 06:06:04.052,159
2020-02-26 06:06:04.430,169
2020-02-26 06:06:04.820,185
2020-02-26 06:06:05.204,204
2020-02-26 06:06:05.581,217
2020-02-26 06:06:05.958,239
2020-02-26 06:06:06.355,249
2020-02-26 06:06:06.732,258
2020-02-26 06:06:07.110,271
2020-02-26 06:06:07.487,287
2020-02-26 06:06:07.865,306
2020-02-26 06:06:08.261,313
2020-02-26 06:06:08.645,322
2020-02-26 06:06:09.022,348
2020-02-26 06:06:09.400,358
2020-02-26 06:06:09.777,367
2020-02-26 06:06:10.155,396
2020-02-26 06:06:10.532,399
2020-02-26 06:06:10.910,415
2020-02-26 06:06:11.306,444
2020-02-26 06:06:12.061,457
2020-02-26 06:06:12.439,476
2020-02-26 06:06:12.816,489
2020-02-26 06:06:13.194,502
2020-02-26 06:06:13.571,515
2020-02-26 06:06:13.949,534
2020-02-26 06:06:14.326,537
2020-02-26 06:06:14.704,569
2020-02-26 06:06:15.081,575
2020-02-26 06:06:15.459,585
2020-02-26 06:06:15.836,604
2020-02-26 06:06:16.214,620
2020-02-26 06:06:16.604,633
2020-02-26 06:06:16.995,649
2020-02-26 06:06:17.397,655
2020-02-26 06:06:17.793,678
2020-02-26 06:06:18.171,694
2020-02-26 06:06:18.548,713
2020-02-26 06:06:18.926,729
2020-02-26 06:06:19.303,742
2020-02-26 06:06:19.682,755
2020-02-26 06:06:20.064,771
2020-02-26 06:06:20.441,787
2020-02-26 06:06:20.819,800
2020-02-26 06:06:21.196,812
2020-02-26 06:06:21.574,822
2020-02-26 06:06:21.952,841
2020-02-26 06:06:22.329,854
2020-02-26 06:06:22.706,876
2020-02-26 06:06:23.084,889
2020-02-26 06:06:23.461,905
2020-02-26 06:06:23.839,918
2020-02-26 06:06:24.613,925
2020-02-26 12:36:26.508,915
2020-02-26 12:36:26.905,905
2020-02-26 12:36:27.295,892
